PKABCODE,index_right,prop_name,prop_id,primary_commodity,projects,dev_stage,activ_status,commodities_list,state_province,latitude,longitude,mo_yr_source_d
1702,59,Tambang Sawah,29932,Gold,Projects,Reserves Development,Inactive,Gold,Bengkulu,-3.04049,102.1857,1999-03-01
1703,280,Seluang,42070,Coal,Projects,Operating,,Coal,Bengkulu,-3.78125,102.52207,2011-12-01
1703,519,Bengkulu,67881,Coal,Projects,Advanced Exploration,Inactive,Coal,Bengkulu,-3.495,102.28,2014-01-01
1703,270,Bengkulu,41709,Coal,Projects,Exploration,Inactive,Coal,Bengkulu,-3.43836,102.10896,2017-05-01
1703,411,Bengkulu,60080,Coal,Projects,Grassroots,Inactive,Coal,Bengkulu,-3.08946,101.74618,2010-07-01
1703,6,Bengkulu,26777,Gold,Projects,Operating,Inactive,Gold,Bengkulu,-3.01833,101.8975,2010-01-01
1703,0,Tandai,25676,Gold,Projects,Target Outline,Active,"Gold,Silver",Bengkulu,-3.01667,101.85,2017-08-01
1703,250,MukoMuko,41115,Coal,Projects,Exploration,Active,Coal,Bengkulu,-2.81972,101.55361,2014-02-01
1802,524,Lampung,68010,Iron Ore,Projects,Operating,Inactive,Iron Ore,Lampung,-5.59406,104.77283,2014-07-01
1802,347,Lampung,52735,Gold,Projects,,Inactive,Gold,Lampung,-5.29002,104.41051,1989-05-01
1802,32,Way Linggo,29008,Gold,Projects,Expansion,Active,"Gold,Silver",Lampung,-5.288,104.40998,2022-07-01
1805,443,Lampung,61889,Coal,Projects,Exploration,Inactive,Coal,Lampung,-4.92,105.29,2011-01-01
1807,488,Sugico,65535,Coal,Projects,Grassroots,Inactive,Coal,Lampung,-4.839,104.538,2014-12-01
1807,67,Ojolali,30387,Gold,Projects,Reserves Development,Active,"Gold,Silver",Lampung,-4.67703,104.51583,2016-09-01
1871,49,Karya Bukit Utama,29786,Gold,Projects,Target Outline,Inactive,"Gold,Silver",Lampung,-5.41167,105.21028,2003-02-01
1901,465,Koba Refinery,63537,Tin,Facilities,Operating,,Tin,Bangka Belitung,-2.5,106.4167,
1901,29,PT Koba Tin,28686,Tin,Projects,Closed,Inactive,Tin,Bangka Belitung,-2.48111,106.42056,2016-01-01
1901,19,Timah,27554,Tin,Projects,Operating,Active,"Tin,Lanthanum,Thorium,Yttrium,Cerium,Ilmenite",Bangka Belitung,-2.26427,105.89565,2022-04-01
1902,81,Lilangan,31201,Gold,Projects,Exploration,Inactive,Gold,Bangka Belitung,-3.11861,108.0825,1999-05-01
1902,258,Yinchen,41452,Tin,Projects,Reserves Development,Inactive,Tin,Bangka Belitung,-2.9318,107.72376,2016-09-01
1902,90,Belitung,32727,Tin,Projects,Satellite,Active,Tin,Bangka Belitung,-2.78917,108.23278,2016-06-01
1902,61,Tikus,30029,Tin,Projects,Reserves Development,Inactive,"Tin,Tungsten",Bangka Belitung,-2.69761,107.76605,2003-05-01
1902,64,Kelapa Kampit,30146,Zinc,Projects,Reserves Development,Inactive,"Zinc,Lead,Silver,Tin",Bangka Belitung,-2.69194,108.08444,2008-04-01
6404,505,Sangatta,66544,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.592,117.492,2019-06-01
6404,487,Damanka,65533,Coal,Projects,Operating,Inactive,Coal,Kalimantan Timur,0.71,117.59,2015-12-01
6404,544,Sangatta,70378,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.77,117.43,2013-09-01
6404,306,Perkasa,50472,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.77371,117.65127,2022-04-01
6404,404,Bengalon,59677,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.774,117.587,2021-12-01
6404,566,GAM,79993,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,1.11016,117.69822,2017-01-01
6404,252,PT Ganda Alam Makmur,41400,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Timur,1.111678,117.696226,2012-07-01
6404,393,Mesra,57893,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,1.54531,117.7456,2010-04-01
6404,240,TBH,40997,Coal,Projects,Preproduction,Care And Maintenance,Coal,Kalimantan Timur,0.534056,117.332084,2020-08-01
6404,425,East Kalimantan (3),61062,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,0.62438,117.2685,2015-12-01
6404,167,BCKP,39561,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Timur,0.83333,117.18333,2012-03-01
6404,138,East Kutai,38634,Coal,Projects,Preproduction,Under Litigation,Coal,Kalimantan Timur,0.91664,116.58338,2019-03-01
6404,219,BEP,40533,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Timur,1.23604,116.76429,2021-03-01
